aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium
3.31,19.49,0.04,1.36,0.00,1.57,0.45,0.50,0.74,0.50,0.50,0.07,18.64,1.41,0.01,8.41,3.22,0.05,0.32,0.04
0.11,2.97,0.01,1.35,0.01,7.41,0.23,1.44,0.17,0.99,0.99,0.10,14.55,1.77,0.01,59.74,4.17,0.08,0.18,0.03
2.59,27.47,0.01,1.80,0.00,2.74,0.80,0.27,0.93,0.50,0.50,0.07,15.93,1.44,0.00,11.49,4.16,0.06,0.11,0.02
0.79,16.65,0.03,2.57,0.01,1.02,0.04,1.75,0.76,0.26,0.00,0.09,13.48,1.08,0.01,41.43,2.66,0.05,0.27,0.04
3.90,9.79,0.00,1.60,0.01,0.79,0.34,0.01,0.01,0.50,0.50,0.15,10.33,1.95,0.01,47.93,1.23,0.06,0.01,0.02
3.79,17.82,0.01,2.90,0.00,6.81,0.03,0.11,0.21,0.61,0.61,0.06,2.41,1.91,0.01,37.64,6.56,0.10,0.06,0.05
0.18,4.08,0.04,0.57,0.01,1.69,0.27,0.60,0.07,0.79,0.79,0.16,0.65,1.14,0.01,53.23,3.44,0.06,0.44,0.04
2.02,27.65,0.00,2.34,0.00,4.73,0.41,0.78,0.33,0.50,0.50,0.18,16.62,1.81,0.00,54.28,3.48,0.00,0.42,0.02
0.07,14.96,0.01,0.17,0.00,6.21,0.00,0.81,0.24,0.15,0.01,0.01,16.78,1.58,0.00,18.68,1.67,0.04,0.00,0.03
0.00,25.58,0.02,3.04,0.01,0.68,0.30,1.39,1.30,0.49,0.01,0.08,9.18,1.63,0.01,55.65,7.21,0.09,0.22,0.08
2.71,27.52,0.01,3.15,0.00,1.07,0.13,1.69,0.98,0.28,0.00,0.18,5.92,1.79,0.01,17.62,2.65,0.07,0.40,0.01
4.00,21.13,0.02,3.20,0.01,0.89,0.52,0.06,0.14,0.66,0.66,0.14,0.54,1.63,0.01,44.82,6.84,0.02,0.46,0.05
4.34,1.34,0.02,1.82,0.01,3.95,0.80,1.99,0.48,0.33,0.00,0.05,17.88,1.28,0.00,22.76,6.66,0.09,0.16,0.00
0.06,18.48,0.03,2.17,0.01,5.21,0.73,0.80,1.28,0.93,0.93,0.18,10.89,1.46,0.00,42.94,5.85,0.09,0.49,0.09
0.92,9.34,0.04,1.39,0.00,7.59,0.19,1.22,1.06,0.27,0.01,0.10,3.70,1.42,0.01,20.28,4.35,0.01,0.41,0.07
1.44,24.60,0.01,3.73,0.01,2.79,0.02,1.17,1.09,0.46,0.01,0.09,13.08,1.52,0.00,50.43,1.22,0.03,0.03,0.08
2.39,14.48,0.02,1.14,0.01,0.98,0.23,1.30,0.37,0.98,0.98,0.16,10.15,1.09,0.01,21.22,3.24,0.05,0.44,0.00
2.83,22.35,0.04,1.33,0.00,4.06,0.42,0.38,1.11,0.93,0.93,0.10,9.22,1.93,0.00,52.16,4.40,0.02,0.45,0.05
0.90,5.48,0.05,3.58,0.00,4.95,0.15,1.38,1.39,0.87,0.87,0.05,2.77,1.21,0.00,25.15,7.35,0.09,0.44,0.08
2.58,25.46,0.04,1.37,0.00,5.42,0.73,1.76,0.63,0.91,0.91,0.14,6.11,1.84,0.01,31.02,5.87,0.05,0.01,0.06
0.89,23.24,0.03,3.35,0.01,0.80,0.26,0.50,0.85,0.44,0.00,0.03,3.82,1.20,0.01,16.42,3.23,0.09,0.03,0.02
2.18,22.69,0.04,3.61,0.00,1.66,0.33,1.68,0.48,0.62,0.62,0.15,17.79,1.49,0.00,34.46,1.38,0.10,0.28,0.02
4.91,20.65,0.02,2.69,0.00,2.45,0.19,0.17,0.59,0.07,0.01,0.16,18.25,1.51,0.01,17.53,6.49,0.01,0.31,0.09
1.75,9.63,0.02,1.95,0.00,7.16,0.15,1.04,0.58,0.50,0.50,0.11,14.85,1.82,0.01,55.86,4.25,0.03,0.24,0.01
3.37,18.41,0.05,2.36,0.00,1.36,0.68,1.45,1.40,0.28,0.00,0.10,8.47,1.48,0.00,19.33,1.31,0.01,0.18,0.04
1.89,25.51,0.04,0.07,0.00,6.04,0.68,0.07,0.13,0.44,0.01,0.02,12.39,1.03,0.00,38.64,5.43,0.02,0.10,0.04
3.69,12.46,0.05,2.01,0.01,6.50,0.80,1.80,1.46,0.31,0.00,0.11,9.80,1.13,0.01,14.24,3.95,0.09,0.44,0.07
2.90,3.98,0.01,2.80,0.00,6.47,0.08,0.85,1.16,0.36,0.01,0.07,15.29,1.89,0.01,54.05,6.47,0.09,0.48,0.01
4.71,23.41,0.02,1.63,0.00,6.75,0.43,1.83,1.03,0.48,0.01,0.14,10.15,1.68,0.00,19.60,1.08,0.06,0.27,0.02
3.85,22.74,0.02,0.01,0.01,7.75,0.06,0.28,0.28,0.19,0.00,0.14,18.51,1.36,0.01,18.10,6.93,0.10,0.26,0.02
4.50,14.44,0.02,1.72,0.01,3.61,0.59,1.45,0.28,0.52,0.52,0.20,8.05,1.45,0.01,15.98,4.47,0.06,0.02,0.08
2.06,12.22,0.04,1.81,0.00,2.16,0.55,0.56,1.29,0.64,0.64,0.18,3.01,1.20,0.01,53.73,0.30,0.09,0.01,0.09
2.69,4.00,0.02,0.28,0.01,0.81,0.33,0.07,0.70,0.01,0.00,0.01,6.74,1.69,0.01,20.14,7.85,0.06,0.13,0.08
4.44,28.42,0.03,3.01,0.00,0.57,0.32,0.29,0.67,0.65,0.65,0.16,10.70,1.84,0.01,27.31,5.15,0.04,0.32,0.07
4.30,2.03,0.01,3.09,0.00,4.06,0.28,1.66,0.79,0.73,0.73,0.06,4.83,1.20,0.01,44.88,4.05,0.06,0.24,0.05
2.96,23.19,0.01,0.37,0.01,4.01,0.16,1.34,0.36,0.84,0.84,0.07,8.50,1.13,0.01,47.44,4.78,0.09,0.09,0.05
2.17,8.76,0.01,1.93,0.00,4.42,0.76,1.96,0.82,0.11,0.01,0.04,13.27,1.78,0.00,10.72,0.77,0.00,0.33,0.01
4.41,26.41,0.01,0.39,0.00,7.55,0.33,1.34,1.43,0.37,0.01,0.15,13.18,1.66,0.01,25.93,2.52,0.05,0.23,0.03
5.00,19.45,0.05,2.42,0.01,0.09,0.19,0.36,1.39,0.80,0.80,0.12,3.11,1.78,0.00,18.43,7.85,0.06,0.05,0.08
1.35,12.25,0.00,1.81,0.01,2.74,0.04,0.40,1.16,0.87,0.87,0.13,17.99,1.12,0.01,49.18,7.15,0.03,0.18,0.08
2.60,18.17,0.03,3.33,0.00,3.26,0.26,1.07,1.44,0.07,0.01,0.06,9.95,1.72,0.01,1.25,1.55,0.10,0.04,0.08
2.37,24.23,0.03,3.38,0.00,1.98,0.78,1.18,0.07,0.77,0.77,0.04,16.71,1.32,0.01,50.66,1.07,0.05,0.16,0.06
0.35,21.76,0.01,2.53,0.00,0.85,0.59,0.08,1.19,0.70,0.70,0.16,10.87,1.23,0.00,22.58,6.70,0.04,0.42,0.02
0.13,1.72,0.04,2.83,0.01,0.49,0.25,0.31,1.29,0.56,0.56,0.03,17.08,1.58,0.00,53.96,0.98,0.02,0.21,0.08
3.83,16.01,0.01,2.57,0.00,7.12,0.13,1.64,0.78,0.61,0.61,0.04,6.97,1.88,0.01,33.89,3.07,0.09,0.11,0.03
3.93,11.18,0.01,0.52,0.00,1.60,0.61,0.84,0.55,0.78,0.78,0.12,5.55,1.62,0.00,55.41,2.44,0.04,0.04,0.07
2.90,1.66,0.05,2.79,0.01,3.69,0.37,1.39,1.19,0.39,0.00,0.19,0.60,1.40,0.01,53.46,7.60,0.08,0.48,0.02
3.97,9.69,0.03,3.68,0.01,6.78,0.12,1.44,0.63,0.23,0.00,0.16,15.63,1.81,0.00,29.28,7.28,0.02,0.24,0.02
1.56,6.47,0.02,0.78,0.01,3.41,0.21,0.50,1.34,0.22,0.00,0.10,1.90,1.35,0.00,4.72,6.60,0.01,0.42,0.07
2.54,9.66,0.02,2.27,0.00,7.83,0.03,0.34,1.40,0.56,0.56,0.01,3.36,1.31,0.01,48.70,6.53,0.05,0.05,0.03
4.34,1.86,0.04,1.84,0.01,3.10,0.79,0.55,0.96,0.21,0.00,0.06,14.69,1.80,0.00,21.12,1.55,0.03,0.15,0.04
1.51,26.96,0.02,3.67,0.01,5.58,0.12,1.41,0.92,0.93,0.93,0.08,16.14,1.84,0.01,38.36,5.24,0.05,0.15,0.07
2.23,25.59,0.02,3.03,0.00,1.53,0.86,0.66,1.00,0.67,0.67,0.18,11.69,1.15,0.00,3.24,1.27,0.07,0.40,0.00
1.67,23.69,0.04,3.79,0.00,2.63,0.40,0.76,0.62,0.65,0.65,0.04,6.94,1.81,0.01,55.04,5.22,0.03,0.48,0.02
3.81,8.13,0.02,3.51,0.00,2.40,0.05,0.06,0.74,0.05,0.00,0.08,4.26,1.25,0.00,47.47,7.35,0.05,0.36,0.00
4.10,18.23,0.00,0.85,0.01,7.99,0.83,1.33,1.07,0.35,0.00,0.10,8.49,1.71,0.01,33.16,3.51,0.09,0.25,0.09
1.12,9.92,0.01,1.98,0.00,3.08,0.66,1.26,1.33,0.34,0.01,0.16,2.65,1.74,0.00,16.00,1.18,0.01,0.42,0.01
2.74,16.83,0.03,3.51,0.00,4.73,0.41,0.66,0.40,0.25,0.00,0.14,7.36,1.56,0.01,56.08,2.73,0.09,0.45,0.04
4.00,28.24,0.01,0.78,0.00,7.91,0.32,0.21,1.04,1.00,1.00,0.11,4.38,1.60,0.01,4.59,1.04,0.06,0.04,0.03
4.68,11.85,0.05,1.97,0.00,5.68,0.77,1.02,1.34,0.62,0.62,0.06,17.27,2.00,0.01,41.09,4.53,0.02,0.29,0.06
1.55,10.16,0.01,2.91,0.01,0.07,0.84,0.71,1.43,0.58,0.58,0.14,1.60,1.03,0.01,27.95,7.67,0.05,0.23,0.01
1.20,21.40,0.05,0.81,0.00,6.49,0.82,1.97,0.85,0.56,0.56,0.10,18.43,1.53,0.00,47.74,6.20,0.02,0.21,0.03
2.56,28.59,0.03,2.16,0.00,5.48,0.33,0.89,1.41,0.74,0.74,0.12,11.67,1.94,0.01,15.96,7.08,0.06,0.14,0.01
1.56,22.25,0.01,3.52,0.01,6.37,0.54,0.81,1.25,0.15,0.00,0.16,7.85,1.41,0.01,45.65,2.19,0.09,0.37,0.04
2.99,21.68,0.03,3.04,0.01,0.67,0.72,0.55,0.19,0.72,0.72,0.09,0.16,1.12,0.00,34.97,6.83,0.01,0.25,0.03
3.36,22.55,0.02,3.85,0.00,3.67,0.17,0.79,0.34,0.21,0.00,0.08,0.55,1.14,0.01,41.46,4.78,0.03,0.10,0.01
1.36,8.71,0.04,3.48,0.01,3.91,0.49,1.53,1.04,0.08,0.00,0.06,13.72,1.99,0.01,32.94,5.56,0.00,0.03,0.08
3.12,19.31,0.00,0.47,0.00,7.89,0.43,1.84,0.75,0.92,0.92,0.14,7.14,1.36,0.00,53.71,5.84,0.02,0.38,0.09
3.83,8.62,0.04,0.33,0.00,4.95,0.22,1.09,0.40,0.02,0.00,0.13,7.10,1.22,0.01,33.80,6.50,0.01,0.15,0.04
4.81,16.14,0.04,0.53,0.01,3.79,0.64,1.02,0.03,0.73,0.73,0.14,15.13,1.60,0.00,33.01,6.32,0.03,0.04,0.07
0.47,22.21,0.02,2.07,0.00,0.40,0.21,1.32,1.23,0.56,0.56,0.05,18.67,1.78,0.01,4.51,0.51,0.06,0.20,0.00
3.49,24.03,0.01,3.00,0.01,0.29,0.74,1.63,1.35,0.69,0.69,0.02,0.71,1.62,0.01,52.69,3.66,0.06,0.26,0.05
0.01,19.07,0.04,1.18,0.01,4.69,0.65,0.73,0.82,0.70,0.70,0.12,2.16,1.55,0.01,40.53,2.87,0.10,0.01,0.04
2.70,14.13,0.04,3.88,0.01,0.71,0.48,0.18,0.74,0.19,0.01,0.11,17.75,1.62,0.01,33.01,4.51,0.06,0.05,0.02
3.62,18.04,0.01,0.69,0.00,1.49,0.86,1.44,1.42,0.31,0.01,0.18,0.19,1.20,0.00,37.89,4.95,0.06,0.07,0.06
4.35,23.88,0.04,3.74,0.00,3.44,0.84,1.00,1.38,0.68,0.68,0.20,16.39,1.21,0.01,39.41,4.54,0.06,0.09,0.07
2.82,23.76,0.03,0.76,0.01,2.91,0.51,1.38,1.26,0.48,0.01,0.15,3.95,1.52,0.01,30.36,0.53,0.06,0.09,0.06
4.53,23.34,0.04,3.39,0.00,2.67,0.46,0.40,0.88,0.59,0.59,0.12,6.40,1.63,0.00,36.62,1.75,0.02,0.23,0.06
1.05,13.34,0.01,2.13,0.01,0.88,0.04,1.11,1.19,0.72,0.72,0.10,2.83,1.32,0.00,0.54,3.52,0.04,0.42,0.02
0.14,23.71,0.05,1.64,0.01,1.37,0.49,0.09,1.47,0.14,0.00,0.07,18.37,1.30,0.01,47.65,3.87,0.04,0.37,0.06
1.21,11.64,0.03,2.56,0.01,6.80,0.09,1.18,0.88,0.28,0.00,0.03,3.23,1.74,0.00,30.86,7.46,0.06,0.03,0.07
0.43,28.46,0.01,2.88,0.01,6.62,0.17,0.75,1.29,0.18,0.00,0.13,12.33,1.12,0.01,41.00,3.39,0.08,0.40,0.05
3.35,14.30,0.02,1.92,0.01,7.51,0.28,1.86,0.45,0.36,0.00,0.19,0.96,1.44,0.00,19.55,7.29,0.07,0.02,0.01
2.17,28.92,0.03,1.25,0.00,6.29,0.35,1.02,1.24,0.44,0.00,0.20,10.49,1.54,0.00,46.36,7.37,0.08,0.36,0.09
1.75,4.30,0.05,3.06,0.00,5.92,0.47,1.53,1.25,0.60,0.60,0.16,11.15,1.98,0.00,6.22,6.79,0.06,0.12,0.04
4.56,26.22,0.03,2.86,0.01,7.00,0.63,1.65,0.50,0.09,0.01,0.18,3.63,1.39,0.00,53.06,4.28,0.08,0.03,0.07
1.86,24.86,0.03,0.62,0.01,5.83,0.85,1.09,0.97,0.49,0.00,0.05,3.33,1.26,0.01,21.46,5.19,0.04,0.08,0.08
3.06,27.94,0.02,2.75,0.00,6.59,0.58,0.74,0.84,0.22,0.00,0.04,2.32,1.55,0.01,55.79,7.04,0.09,0.13,0.09
0.54,0.28,0.02,1.71,0.00,5.17,0.86,1.96,0.84,0.37,0.01,0.01,3.65,1.35,0.01,48.75,5.48,0.10,0.15,0.01
2.92,12.49,0.02,2.73,0.00,2.17,0.21,1.97,1.36,0.37,0.00,0.06,14.49,1.27,0.00,56.76,0.87,0.03,0.27,0.05
0.29,23.74,0.02,2.64,0.01,6.13,0.87,1.41,0.37,0.79,0.79,0.09,5.17,1.47,0.01,26.27,1.89,0.06,0.13,0.08
0.18,27.39,0.01,3.65,0.01,2.95,0.47,0.54,0.79,0.89,0.89,0.07,14.66,1.95,0.01,41.04,0.97,0.06,0.40,0.08
3.29,14.10,0.01,2.39,0.01,4.36,0.36,1.60,0.15,0.91,0.91,0.01,14.10,1.53,0.01,30.49,2.96,0.04,0.33,0.00
3.18,19.59,0.04,0.79,0.01,6.30,0.31,1.91,0.96,0.14,0.00,0.13,16.05,1.09,0.01,49.72,5.19,0.02,0.00,0.02
0.22,9.72,0.05,3.29,0.01,5.25,0.06,1.17,0.90,0.51,0.51,0.13,2.85,1.31,0.01,42.85,4.23,0.00,0.03,0.01
2.61,23.18,0.02,1.82,0.01,0.53,0.80,1.39,0.66,0.70,0.70,0.13,8.49,1.22,0.00,44.84,0.72,0.00,0.33,0.00
2.35,6.92,0.03,1.13,0.01,7.24,0.47,0.33,0.82,0.29,0.00,0.09,1.51,1.00,0.00,25.81,0.45,0.03,0.30,0.05
4.52,23.74,0.04,0.74,0.00,1.12,0.17,0.85,0.14,0.41,0.01,0.18,13.53,1.37,0.01,46.84,7.74,0.03,0.03,0.02
4.04,0.98,0.02,1.62,0.00,4.54,0.24,1.66,0.64,0.10,0.00,0.12,12.21,1.06,0.01,24.01,3.65,0.05,0.37,0.02
4.58,26.21,0.04,0.56,0.01,6.69,0.51,0.26,0.82,0.74,0.74,0.20,17.26,1.23,0.00,25.62,1.51,0.10,0.16,0.07
3.60,8.24,0.03,1.92,0.00,1.44,0.08,1.89,0.65,0.39,0.01,0.01,13.75,1.80,0.00,32.55,5.78,0.08,0.04,0.07
3.05,19.25,0.05,3.55,0.00,4.95,0.64,0.05,0.40,0.74,0.74,0.01,13.04,1.95,0.00,35.75,5.77,0.06,0.46,0.00
3.71,15.18,0.03,2.54,0.00,0.00,0.54,0.59,0.54,0.31,0.00,0.12,17.62,1.10,0.00,23.58,7.03,0.03,0.08,0.00
0.19,28.55,0.03,3.20,0.01,6.25,0.88,1.23,1.48,0.57,0.57,0.11,6.40,1.03,0.01,48.88,7.71,0.09,0.09,0.04
0.61,8.71,0.05,2.46,0.00,7.33,0.43,0.70,0.80,0.97,0.97,0.10,18.78,1.99,0.00,27.53,5.96,0.05,0.08,0.00
2.16,28.80,0.01,3.09,0.00,6.37,0.10,1.86,1.05,0.58,0.58,0.01,6.03,1.31,0.00,24.09,6.14,0.04,0.19,0.01
3.05,22.43,0.03,0.89,0.01,5.99,0.86,1.72,0.81,0.87,0.87,0.15,2.74,1.60,0.00,28.79,7.27,0.02,0.24,0.05
3.39,15.94,0.04,1.91,0.01,1.94,0.51,0.63,1.03,0.18,0.00,0.03,9.84,1.63,0.00,42.69,5.86,0.05,0.07,0.08
0.84,2.80,0.03,1.89,0.00,4.62,0.72,0.06,0.04,0.08,0.01,0.08,10.58,1.91,0.00,40.52,2.41,0.08,0.04,0.04
1.01,3.58,0.03,2.35,0.01,7.82,0.26,0.49,1.38,0.31,0.01,0.12,18.27,1.90,0.01,42.34,1.90,0.08,0.05,0.08
1.98,1.50,0.00,3.69,0.01,3.62,0.79,1.37,0.62,0.92,0.92,0.11,8.13,1.60,0.01,47.78,4.38,0.05,0.29,0.05
2.20,23.15,0.01,3.68,0.00,4.87,0.35,0.72,0.09,0.11,0.00,0.17,16.54,1.00,0.01,40.12,4.61,0.01,0.05,0.09
4.18,22.13,0.03,2.00,0.00,5.23,0.68,0.34,0.12,0.74,0.74,0.14,12.57,1.17,0.00,1.89,2.38,0.06,0.19,0.04
1.08,27.86,0.03,3.65,0.00,5.81,0.26,0.47,1.02,0.40,0.00,0.02,18.95,1.73,0.01,53.85,2.13,0.07,0.28,0.08
3.27,7.34,0.01,0.47,0.01,4.57,0.23,0.77,0.68,0.05,0.01,0.09,13.92,1.76,0.00,8.30,0.34,0.06,0.34,0.00
1.53,22.34,0.04,0.23,0.00,6.31,0.55,0.68,1.20,0.26,0.01,0.16,15.05,1.26,0.01,39.22,7.81,0.05,0.06,0.00
0.59,13.72,0.04,1.28,0.01,6.69,0.17,0.57,1.33,1.00,1.00,0.07,16.76,1.17,0.00,2.43,5.45,0.08,0.48,0.08
2.13,16.78,0.00,1.40,0.00,7.85,0.89,1.94,0.63,0.75,0.75,0.11,9.21,1.03,0.01,57.96,1.01,0.02,0.26,0.02
0.36,2.20,0.02,2.28,0.00,6.52,0.32,1.46,0.94,0.26,0.00,0.14,7.59,1.57,0.01,47.92,5.92,0.10,0.11,0.00
0.09,14.25,0.02,1.53,0.00,7.34,0.50,0.18,0.16,0.51,0.51,0.17,7.23,1.57,0.01,59.19,5.21,0.08,0.28,0.07
1.40,5.43,0.04,3.14,0.01,0.83,0.52,1.84,1.48,0.13,0.01,0.14,18.99,1.85,0.00,29.73,6.88,0.00,0.47,0.08
3.68,14.03,0.02,2.62,0.00,6.64,0.59,1.54,0.64,0.26,0.01,0.20,14.45,1.87,0.00,58.63,4.76,0.09,0.06,0.04
1.46,10.11,0.01,1.41,0.00,6.93,0.40,0.68,0.79,0.23,0.00,0.01,6.83,1.32,0.01,5.44,7.92,0.01,0.33,0.02
1.45,20.34,0.03,2.31,0.01,7.97,0.53,0.07,0.53,0.02,0.00,0.03,10.91,1.36,0.01,46.99,1.69,0.06,0.16,0.06
0.93,20.28,0.05,3.52,0.00,5.34,0.88,1.89,1.05,0.83,0.83,0.18,1.25,1.52,0.00,28.71,0.90,0.07,0.04,0.07
2.52,7.20,0.00,2.04,0.01,0.80,0.15,1.65,0.80,0.54,0.54,0.16,10.42,1.76,0.01,55.90,5.88,0.01,0.18,0.00
0.78,10.47,0.01,3.83,0.01,2.84,0.06,1.72,1.06,0.63,0.63,0.17,1.96,1.47,0.01,22.15,1.50,0.02,0.07,0.02
4.07,12.35,0.03,1.92,0.00,3.65,0.33,0.48,1.36,0.73,0.73,0.16,14.61,1.22,0.01,52.90,0.93,0.06,0.12,0.02
4.48,11.84,0.05,2.74,0.01,6.11,0.14,1.99,1.44,0.15,0.00,0.10,3.84,1.67,0.01,30.91,2.12,0.02,0.49,0.04
0.22,16.71,0.03,1.52,0.01,0.48,0.32,1.37,1.46,0.59,0.59,0.14,18.98,1.75,0.01,50.02,7.79,0.02,0.16,0.08
0.71,9.90,0.04,1.40,0.00,3.45,0.69,0.32,0.66,0.30,0.01,0.12,1.73,1.61,0.00,35.17,0.66,0.04,0.05,0.03
3.92,22.56,0.03,3.09,0.01,4.37,0.20,0.05,0.03,0.24,0.00,0.01,6.75,1.38,0.00,55.07,0.55,0.04,0.12,0.07
0.87,6.54,0.04,1.91,0.00,3.71,0.12,1.22,1.49,0.99,0.99,0.03,1.58,1.01,0.00,36.59,7.15,0.00,0.44,0.03
4.69,16.62,0.02,1.79,0.00,5.56,0.16,0.36,0.55,0.03,0.01,0.19,0.15,1.86,0.01,51.19,3.71,0.06,0.13,0.04
2.69,5.79,0.00,0.62,0.01,2.10,0.74,1.74,0.97,0.24,0.00,0.20,13.63,1.66,0.01,16.90,5.19,0.07,0.44,0.08
4.31,24.63,0.01,1.02,0.01,7.35,0.52,1.83,0.77,0.67,0.67,0.09,11.26,1.14,0.00,35.65,4.30,0.10,0.16,0.07
1.21,0.65,0.04,0.70,0.01,1.83,0.56,1.59,0.13,0.17,0.00,0.08,9.75,1.21,0.01,5.67,1.45,0.05,0.12,0.02
3.69,19.80,0.00,0.96,0.01,2.55,0.88,1.48,0.91,0.74,0.74,0.07,18.42,1.68,0.01,40.92,2.99,0.05,0.13,0.03
4.36,9.84,0.02,1.53,0.01,6.81,0.87,0.60,0.03,0.10,0.00,0.14,13.43,1.64,0.00,26.88,0.99,0.00,0.07,0.05
3.44,13.83,0.05,3.92,0.00,4.18,0.12,0.48,1.48,0.06,0.00,0.12,3.19,1.39,0.00,42.49,7.07,0.06,0.38,0.09
0.57,12.12,0.04,1.81,0.00,7.02,0.63,0.29,1.43,0.75,0.75,0.17,13.05,1.66,0.01,16.39,6.81,0.08,0.49,0.07
0.95,29.47,0.01,2.80,0.01,4.90,0.82,1.76,0.33,0.17,0.00,0.13,4.57,1.60,0.01,47.65,3.18,0.05,0.12,0.08
2.14,12.66,0.04,0.48,0.01,7.96,0.76,0.70,0.52,0.59,0.59,0.15,14.44,1.12,0.00,30.25,0.51,0.03,0.35,0.07
2.62,29.20,0.01,2.96,0.01,0.59,0.27,1.73,0.06,0.42,0.00,0.06,15.42,1.99,0.00,35.48,7.88,0.06,0.05,0.01
0.15,27.45,0.03,0.74,0.00,7.07,0.52,1.69,0.96,0.25,0.00,0.02,14.05,1.27,0.01,7.96,2.36,0.01,0.43,0.01
0.45,19.60,0.00,3.09,0.00,7.00,0.57,1.38,0.13,0.36,0.00,0.12,18.84,1.20,0.00,44.79,1.11,0.08,0.37,0.01
2.01,7.89,0.04,2.47,0.00,6.55,0.06,0.67,0.63,0.48,0.00,0.01,9.35,1.32,0.00,14.91,6.35,0.09,0.17,0.07
4.04,17.55,0.02,0.64,0.01,1.41,0.01,1.19,0.26,0.72,0.72,0.03,17.27,1.60,0.00,54.78,2.06,0.04,0.07,0.06
1.72,7.87,0.02,0.23,0.00,6.76,0.28,0.36,0.45,0.79,0.79,0.20,7.10,1.36,0.01,12.99,1.10,0.00,0.33,0.06
2.96,23.60,0.02,3.32,0.00,6.53,0.90,0.80,0.63,0.48,0.01,0.11,9.87,1.43,0.00,44.08,2.24,0.03,0.30,0.05
4.38,7.96,0.01,1.22,0.00,3.50,0.10,1.32,0.87,0.61,0.61,0.17,12.48,1.09,0.01,24.76,2.60,0.06,0.05,0.09
1.51,23.19,0.03,3.74,0.01,7.57,0.15,0.96,1.41,0.99,0.99,0.13,11.43,1.33,0.00,37.78,4.74,0.01,0.03,0.03
3.73,25.53,0.02,0.25,0.00,6.99,0.61,1.67,1.19,0.86,0.86,0.13,1.20,1.26,0.01,27.75,3.12,0.09,0.05,0.03
4.44,15.44,0.00,0.35,0.01,1.39,0.30,0.79,0.37,0.35,0.00,0.12,17.14,1.48,0.01,33.29,5.38,0.09,0.15,0.03
2.97,28.85,0.01,0.96,0.01,1.37,0.65,0.72,0.57,0.37,0.01,0.15,15.00,1.59,0.00,0.58,2.14,0.10,0.49,0.09
4.12,16.81,0.02,2.40,0.00,4.26,0.89,0.19,0.29,0.29,0.00,0.10,11.95,1.25,0.00,56.24,4.06,0.06,0.30,0.07
2.32,2.10,0.05,2.69,0.01,3.47,0.40,1.71,1.40,0.95,0.95,0.03,9.35,1.76,0.01,13.09,6.07,0.04,0.19,0.08
2.69,17.63,0.00,0.48,0.00,2.03,0.23,1.37,1.39,0.27,0.00,0.11,4.13,1.90,0.00,46.79,2.56,0.01,0.36,0.04
3.95,3.20,0.04,0.73,0.01,7.17,0.01,0.70,1.43,0.35,0.00,0.19,9.23,1.84,0.00,2.43,5.26,0.06,0.47,0.03
1.50,12.58,0.05,0.73,0.00,5.45,0.70,0.30,0.14,0.57,0.57,0.04,5.51,1.43,0.00,48.33,5.76,0.06,0.10,0.07
2.22,10.37,0.01,2.38,0.01,6.68,0.80,1.07,1.35,0.39,0.00,0.11,14.25,1.24,0.00,22.17,5.82,0.06,0.36,0.04
4.12,21.45,0.04,3.82,0.01,1.58,0.86,1.29,0.13,0.43,0.01,0.17,9.33,1.86,0.01,38.15,6.23,0.08,0.25,0.01
3.84,2.09,0.01,3.89,0.00,1.48,0.18,0.66,0.88,0.68,0.68,0.11,17.85,1.99,0.00,13.46,5.33,0.01,0.38,0.05
2.69,17.35,0.04,0.72,0.00,6.24,0.41,0.89,0.70,0.07,0.01,0.12,18.06,1.52,0.00,37.72,7.53,0.05,0.15,0.05
3.97,26.15,0.02,2.30,0.01,1.09,0.40,1.17,1.31,0.57,0.57,0.11,6.07,1.99,0.01,4.89,2.38,0.05,0.22,0.02
2.34,24.12,0.01,1.10,0.00,2.77,0.09,1.16,1.32,0.10,0.01,0.19,11.23,1.08,0.01,42.47,5.58,0.00,0.33,0.07
3.73,4.69,0.04,0.17,0.01,1.87,0.69,1.49,0.75,0.66,0.66,0.10,10.10,1.67,0.01,40.92,6.53,0.02,0.07,0.09
1.91,21.91,0.04,2.24,0.01,3.93,0.69,1.08,1.18,0.55,0.55,0.11,3.18,1.06,0.01,49.97,4.88,0.08,0.29,0.06
2.71,4.82,0.05,0.46,0.01,4.60,0.04,0.29,1.28,0.96,0.96,0.04,10.54,1.27,0.00,10.82,7.74,0.09,0.40,0.07
0.05,16.88,0.04,0.23,0.01,4.77,0.74,0.15,0.19,0.76,0.76,0.04,3.81,1.21,0.01,55.90,3.65,0.03,0.38,0.08
3.24,2.58,0.03,0.51,0.00,5.67,0.68,1.25,0.29,0.78,0.78,0.11,2.44,1.23,0.01,6.70,3.04,0.07,0.32,0.06
1.22,24.50,0.03,2.70,0.00,6.27,0.23,1.27,0.21,0.67,0.67,0.09,5.21,1.24,0.01,38.04,4.50,0.08,0.25,0.09
3.85,1.53,0.01,1.11,0.01,3.74,0.41,0.85,0.82,0.90,0.90,0.15,13.50,1.85,0.01,29.96,4.47,0.03,0.19,0.00
